operateur,id_support,technologie,adresse0,adresse1,adresse2,adresse3,code_postal,coordonnees,statut,statut_last,statut_old
FREE MOBILE,2658887,LTE 1800,,606 Av du General de Gaulle,,,13109,"43.435277777778, 5.427777777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2658887,LTE 2600,,606 Av du General de Gaulle,,,13109,"43.435277777778, 5.427777777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2658887,UMTS 900,,606 Av du General de Gaulle,,,13109,"43.435277777778, 5.427777777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2679790,LTE 2100,,233 RUE DES REINE LACOUR RUE MARIUS LACROUZE,,,71850,"46.301944444444, 4.800833333333",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2660614,UMTS 900,La Maré Dupré,Route départementale de la Maré Dupré,,,27330,"48.901944444444, .607222222222",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694082,LTE 2600,,1 Chemin du moulin,,,60600,"49.407222222222, 2.469444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694082,LTE 1800,,1 Chemin du moulin,,,60600,"49.407222222222, 2.469444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694082,UMTS 900,,1 Chemin du moulin,,,60600,"49.407222222222, 2.469444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694097,LTE 2600,,Rte du Château d'eau,,,71500,"46.62, 5.165555555556",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694097,LTE 1800,,Rte du Château d'eau,,,71500,"46.62, 5.165555555556",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2694097,UMTS 900,,Rte du Château d'eau,,,71500,"46.62, 5.165555555556",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2645536,5G NR 700,,1 Rue Albe,,,13004,"43.308611111111, 5.403611111111",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2645536,5G NR 3500,,1 Rue Albe,,,13004,"43.308611111111, 5.403611111111",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2681711,LTE 2100,LA CABRIOLE,CHEMIN DES ROMAINS,N1043,,8200,"49.690277777778, 4.916111111111",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2620214,LTE 1800,,LA BERGERIE,A10,,33920,"45.188055555556, -.489166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2620214,LTE 2600,,LA BERGERIE,A10,,33920,"45.188055555556, -.489166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2620214,UMTS 900,,LA BERGERIE,A10,,33920,"45.188055555556, -.489166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2601465,UMTS 900,,CHEM DU CHENE A LA VIERGE,,,27290,"49.328333333333, .648333333333",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2602256,LTE 1800,COLLE BASSE,CHEMIN DE COLLE BASSE,D54,,83920,"43.5275, 6.534166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2602256,LTE 2600,COLLE BASSE,CHEMIN DE COLLE BASSE,D54,,83920,"43.5275, 6.534166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2602256,UMTS 900,COLLE BASSE,CHEMIN DE COLLE BASSE,D54,,83920,"43.5275, 6.534166666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2625062,LTE 2100,,6 rue Gustave Eiffel,,,22700,"48.803888888889, -3.471666666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2626376,LTE 1800,LE FIEF DE LA CROIX,R PHILIPPE DE COMINES,D138 D137,,79200,"46.732777777778, -.174444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2626376,LTE 2600,LE FIEF DE LA CROIX,R PHILIPPE DE COMINES,D138 D137,,79200,"46.732777777778, -.174444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2626376,UMTS 900,LE FIEF DE LA CROIX,R PHILIPPE DE COMINES,D138 D137,,79200,"46.732777777778, -.174444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2628392,UMTS 900,Peyregrosse,Le PUECH,,,12460,"44.685555555556, 2.7225",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592676,LTE 1800,,"30, rue de La Papeterie",,,91610,"48.527777777778, 2.374444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592676,LTE 2600,,"30, rue de La Papeterie",,,91610,"48.527777777778, 2.374444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592676,UMTS 900,,"30, rue de La Papeterie",,,91610,"48.527777777778, 2.374444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592678,LTE 1800,LES MATHURINS,1 SQUARE FERNAND LEGER,,,92220,"48.791388888889, 2.305277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592678,LTE 2600,LES MATHURINS,1 SQUARE FERNAND LEGER,,,92220,"48.791388888889, 2.305277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592678,UMTS 900,LES MATHURINS,1 SQUARE FERNAND LEGER,,,92220,"48.791388888889, 2.305277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2592914,5G NR 700,LES PRES,RUE VICTOR HUGO,,,78180,"48.779722222222, 2.04",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2592914,5G NR 3500,LES PRES,RUE VICTOR HUGO,,,78180,"48.779722222222, 2.04",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2593301,LTE 2100,la Princetière,ROUTE DE LA PLAINE,,,44730,"47.171388888889, -2.149444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2611605,LTE 1800,LES CHARPENTIERS,LE BOIS DES CHARMES,D36,,45210,"47.999166666667, 2.905277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2611605,LTE 2600,LES CHARPENTIERS,LE BOIS DES CHARMES,D36,,45210,"47.999166666667, 2.905277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2611605,UMTS 900,LES CHARPENTIERS,LE BOIS DES CHARMES,D36,,45210,"47.999166666667, 2.905277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2629951,LTE 700,,RUE DU PARC ANIMALIER,,,52400,"47.944444444444, 5.734444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2643004,LTE 1800,,17 allee du Progres,A86 D986,,93120,"48.926666666667, 2.391944444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2643004,LTE 2600,,17 allee du Progres,A86 D986,,93120,"48.926666666667, 2.391944444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2643004,UMTS 900,,17 allee du Progres,A86 D986,,93120,"48.926666666667, 2.391944444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2594658,UMTS 900,MARTINVAUX,Route du Morthomme,,,8250,"49.359166666667, 4.881666666667",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2617648,LTE 2100,,AVENUE DU MARSAN,A65 D932,,40120,"44.013611111111, -.349722222222",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2632453,UMTS 900,La fargue,D118,,,9460,"42.749166666667, 2.084444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2597450,LTE 2600,Au Moulin à Vent,D178,,,32380,"43.928333333333, .736111111111",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2597450,LTE 1800,Au Moulin à Vent,D178,,,32380,"43.928333333333, .736111111111",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2597450,UMTS 900,Au Moulin à Vent,D178,,,32380,"43.928333333333, .736111111111",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2599365,5G NR 700,,106 rue Pierre Semard,,,78200,"48.993055555556, 1.694166666667",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2599365,5G NR 3500,,106 rue Pierre Semard,,,78200,"48.993055555556, 1.694166666667",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2775071,5G NR 700,,2 Rue Marsoulan,SQUARE Courteline,,75012,"48.845277777778, 2.402777777778",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2775071,5G NR 3500,,2 Rue Marsoulan,SQUARE Courteline,,75012,"48.845277777778, 2.402777777778",Projet approuvé,Techniquement opérationnel,Projet approuvé
FREE MOBILE,2712848,UMTS 900,PRA CROUSET,,,,4530,"44.47, 6.718611111111",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2729255,UMTS 900,ALBARETTA,,,,6440,"43.848055555556, 7.380277777778",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2751652,LTE 2100,,7 Cours du Danube,Place d'Ariane,Hôtel l'Élysée Val d'Europe,77700,"48.855555555556, 2.775555555556",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2708004,LTE 1800,LA RUA,ROUTE DE GRENOBLE,,,38690,"45.462222222222, 5.403888888889",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2708004,LTE 2600,LA RUA,ROUTE DE GRENOBLE,,,38690,"45.462222222222, 5.403888888889",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2708004,UMTS 900,LA RUA,ROUTE DE GRENOBLE,,,38690,"45.462222222222, 5.403888888889",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2740492,UMTS 900,LA PERCHE,V COMMUNALE N°3 DE SENON À ETON,,,55230,"49.276666666667, 5.654444444444",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2711109,LTE 2100,Le Mont,,,,38690,"45.446944444444, 5.375555555556",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2725997,LTE 1800,CHAMP DE COURTET,CHEMIN DU CHAMPS COURTET,D22,,46090,"44.515555555556, 1.485833333333",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2725997,LTE 2600,CHAMP DE COURTET,CHEMIN DU CHAMPS COURTET,D22,,46090,"44.515555555556, 1.485833333333",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2725997,UMTS 900,CHAMP DE COURTET,CHEMIN DU CHAMPS COURTET,D22,,46090,"44.515555555556, 1.485833333333",Projet approuvé,En service,Projet approuvé
FREE MOBILE,2744804,LTE 2100,,654 RTE DE LA CORNICHE,,,14510,"49.306944444444, -.038333333333",Projet approuvé,En service,Projet approuvé
BOUYGUES TELECOM,439912,LTE 700,Les Clos,chem des clos,Près D557,,83780,"43.5425, 6.370277777778",Projet approuvé,En service,Projet approuvé
BOUYGUES TELECOM,439912,LTE 2100,Les Clos,chem des clos,Près D557,,83780,"43.5425, 6.370277777778",Projet approuvé,En service,Projet approuvé
BOUYGUES TELECOM,439912,LTE 2600,Les Clos,chem des clos,Près D557,,83780,"43.5425, 6.370277777778",Projet approuvé,En service,Projet approuvé
BOUYGUES TELECOM,439946,5G NR 2100,Piemont,,,,49700,"47.211388888889, -.208611111111",Projet approuvé,Techniquement opérationnel,Projet approuvé
BOUYGUES TELECOM,358036,LTE 800,LE PARLOT,r de sommedieue,,,55320,"49.055277777778, 5.487777777778",Projet approuvé,En service,Projet approuvé
BOUYGUES TELECOM,358034,LTE 800,Le Vauseau,,,,55320,"49.049444444444, 5.538333333333",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2453035,UMTS 900,,RT131 ATITAUTU,,,98735,"-16.738888888889, -151.438055555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2453035,GSM 900,,RT131 ATITAUTU,,,98735,"-16.738888888889, -151.438055555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2453035,LTE 800,,RT131 ATITAUTU,,,98735,"-16.738888888889, -151.438055555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2453035,LTE 2100,,RT131 ATITAUTU,,,98735,"-16.738888888889, -151.438055555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2458097,GSM 900,,FAAROA,,,98735,"-16.828888888889, -151.423888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2458097,LTE 800,,FAAROA,,,98735,"-16.828888888889, -151.423888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2458097,LTE 2100,,FAAROA,,,98735,"-16.828888888889, -151.423888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2458097,UMTS 900,,FAAROA,,,98735,"-16.828888888889, -151.423888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2717052,UMTS 900,,Baie de Haapu,,,98731,"-16.793888888889, -151.003888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2717052,GSM 900,,Baie de Haapu,,,98731,"-16.793888888889, -151.003888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2717052,LTE 800,,Baie de Haapu,,,98731,"-16.793888888889, -151.003888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2717052,LTE 2100,,Baie de Haapu,,,98731,"-16.793888888889, -151.003888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2720775,GSM 900,,BAIE DE OAVAREI,,,98731,"-16.713055555556, -150.980555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2720775,LTE 800,,BAIE DE OAVAREI,,,98731,"-16.713055555556, -150.980555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2720775,LTE 2100,,BAIE DE OAVAREI,,,98731,"-16.713055555556, -150.980555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2720775,UMTS 900,,BAIE DE OAVAREI,,,98731,"-16.713055555556, -150.980555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721252,UMTS 900,,BORD DE ROUTE FAIE PAUTU,,,98731,"-16.729444444444, -150.984166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721252,GSM 900,,BORD DE ROUTE FAIE PAUTU,,,98731,"-16.729444444444, -150.984166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721252,LTE 800,,BORD DE ROUTE FAIE PAUTU,,,98731,"-16.729444444444, -150.984166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721252,LTE 2100,,BORD DE ROUTE FAIE PAUTU,,,98731,"-16.729444444444, -150.984166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721494,UMTS 900,,FITII BELLEVUE,,,98731,"-16.750555555556, -151.019722222222",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721494,GSM 900,,FITII BELLEVUE,,,98731,"-16.750555555556, -151.019722222222",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721494,LTE 800,,FITII BELLEVUE,,,98731,"-16.750555555556, -151.019722222222",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2721494,LTE 2100,,FITII BELLEVUE,,,98731,"-16.750555555556, -151.019722222222",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2722101,GSM 900,,MAROE UAUAA,,,98731,"-16.766111111111, -150.9975",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2722101,LTE 800,,MAROE UAUAA,,,98731,"-16.766111111111, -150.9975",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2722101,LTE 2100,,MAROE UAUAA,,,98731,"-16.766111111111, -150.9975",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2722101,UMTS 900,,MAROE UAUAA,,,98731,"-16.766111111111, -150.9975",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727102,GSM 900,,TUTURUTAATA OPOA,,,98735,"-16.839166666667, -151.365833333333",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727102,LTE 800,,TUTURUTAATA OPOA,,,98735,"-16.839166666667, -151.365833333333",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727102,LTE 2100,,TUTURUTAATA OPOA,,,98735,"-16.839166666667, -151.365833333333",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727102,UMTS 900,,TUTURUTAATA OPOA,,,98735,"-16.839166666667, -151.365833333333",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727104,GSM 900,,FAIFAIPUA TONOI,,,98735,"-16.788611111111, -151.412777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727104,LTE 800,,FAIFAIPUA TONOI,,,98735,"-16.788611111111, -151.412777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727104,LTE 2100,,FAIFAIPUA TONOI,,,98735,"-16.788611111111, -151.412777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2727104,UMTS 900,,FAIFAIPUA TONOI,,,98735,"-16.788611111111, -151.412777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2729362,GSM 900,,MAIRIE TEVAITOA TUMARAA,,,98735,"-16.793611111111, -151.492777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2729362,LTE 800,,MAIRIE TEVAITOA TUMARAA,,,98735,"-16.793611111111, -151.492777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2729362,LTE 2100,,MAIRIE TEVAITOA TUMARAA,,,98735,"-16.793611111111, -151.492777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2729362,UMTS 900,,MAIRIE TEVAITOA TUMARAA,,,98735,"-16.793611111111, -151.492777777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2735254,LTE 2100,,FETUNA RAUORO1,,,98735,"-16.894444444444, -151.415277777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2735254,UMTS 900,,FETUNA RAUORO1,,,98735,"-16.894444444444, -151.415277777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2735254,GSM 900,,FETUNA RAUORO1,,,98735,"-16.894444444444, -151.415277777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2735254,LTE 800,,FETUNA RAUORO1,,,98735,"-16.894444444444, -151.415277777778",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2736451,GSM 900,,FITII POPOIA1 LOT3,,,98731,"-16.733888888889, -151.0325",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2736451,LTE 800,,FITII POPOIA1 LOT3,,,98731,"-16.733888888889, -151.0325",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2736451,LTE 2100,,FITII POPOIA1 LOT3,,,98731,"-16.733888888889, -151.0325",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2736451,UMTS 900,,FITII POPOIA1 LOT3,,,98731,"-16.733888888889, -151.0325",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737308,GSM 900,,FARE VAIPAPA HAAMENE,,,98731,"-16.722777777778, -151.030555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737308,LTE 800,,FARE VAIPAPA HAAMENE,,,98731,"-16.722777777778, -151.030555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737308,LTE 2100,,FARE VAIPAPA HAAMENE,,,98731,"-16.722777777778, -151.030555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737308,UMTS 900,,FARE VAIPAPA HAAMENE,,,98731,"-16.722777777778, -151.030555555556",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737310,GSM 900,,TEFARERII NUIHAA2,,,98731,"-16.779722222222, -150.959166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737310,LTE 800,,TEFARERII NUIHAA2,,,98731,"-16.779722222222, -150.959166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737310,LTE 2100,,TEFARERII NUIHAA2,,,98731,"-16.779722222222, -150.959166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2737310,UMTS 900,,TEFARERII NUIHAA2,,,98731,"-16.779722222222, -150.959166666667",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2743314,GSM 900,,HAAPU TEMATAOAVEA,,,98731,"-16.816111111111, -150.986111111111",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2743314,LTE 800,,HAAPU TEMATAOAVEA,,,98731,"-16.816111111111, -150.986111111111",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2743314,LTE 2100,,HAAPU TEMATAOAVEA,,,98731,"-16.816111111111, -150.986111111111",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2743314,UMTS 900,,HAAPU TEMATAOAVEA,,,98731,"-16.816111111111, -150.986111111111",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2745611,GSM 900,,OPOA VAIMAARIRI,,,98735,"-16.819722222222, -151.393888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2745611,LTE 800,,OPOA VAIMAARIRI,,,98735,"-16.819722222222, -151.393888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2745611,LTE 2100,,OPOA VAIMAARIRI,,,98735,"-16.819722222222, -151.393888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2745611,UMTS 900,,OPOA VAIMAARIRI,,,98735,"-16.819722222222, -151.393888888889",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2746508,GSM 900,TEVAITOA FAAFAU,Route de Ceinture,,,98735,"-16.748055555556, -151.481944444444",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2746508,LTE 800,TEVAITOA FAAFAU,Route de Ceinture,,,98735,"-16.748055555556, -151.481944444444",Projet approuvé,En service,Projet approuvé
PMT/VODAFONE,2746508,LTE 2100,TEVAITOA FAAFAU,Route de Ceinture,,,98735,"-16.748055555556, -151.481944444444",Projet approuvé,En service,Projet approuvé
